Delivery_person_Ratings,Vehicle_condition,distance,multiple_deliveries,Weatherconditions,Road_traffic_density,Festival,City
5.0,2.0,13.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.6,1.0,4.0,1.0,Fog,Jam ,No ,Metropolitian 
4.7,0.0,12.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.9,2.0,9.0,1.0,Sunny,Jam ,No ,Metropolitian 
3.9,0.0,4.0,1.0,Sunny,Jam ,Yes ,Metropolitian 
4.8,2.0,1.0,0.0,Stormy,Low ,No ,Metropolitian 
4.3,0.0,1.0,0.0,Windy,Low ,No ,Urban 
4.6,1.0,10.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.9,2.0,5.0,0.0,Sandstorms,High ,No ,Metropolitian 
4.7,0.0,11.0,1.0,Windy,Low ,No ,Metropolitian 
4.8,1.0,13.0,0.0,Fog,Jam ,No ,Metropolitian 
4.3,0.0,9.0,1.0,Fog,Jam ,No ,Metropolitian 
4.6,1.0,13.0,0.0,Sunny,Medium ,No ,Urban 
4.7,0.0,9.0,1.0,Windy,Medium ,No ,Metropolitian 
4.8,0.0,20.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.9,2.0,3.0,1.0,Windy,Low ,No ,Metropolitian 
4.6,0.0,12.0,1.0,Windy,Medium ,No ,Metropolitian 
4.6,1.0,13.0,1.0,Windy,Low ,No ,Metropolitian 
4.9,1.0,1.0,1.0,Sandstorms,Low ,No ,Metropolitian 
3.7,2.0,13.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.6,1.0,9.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.6,2.0,16.0,1.0,Fog,Medium ,No ,Metropolitian 
4.6,1.0,19.0,0.0,Sunny,Jam ,No ,Metropolitian 
3.4,0.0,12.0,1.0,Sunny,Low ,No ,Metropolitian 
4.8,0.0,19.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.8,2.0,16.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.6,2.0,4.0,0.0,Sandstorms,Jam ,No ,Metropolitian 
4.7,0.0,1.0,1.0,Sunny,High ,No ,Metropolitian 
4.9,0.0,12.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.7,1.0,4.0,1.0,Sunny,Low ,No ,Metropolitian 
4.3,0.0,19.0,0.0,Stormy,Jam ,No ,Metropolitian 
4.8,0.0,13.0,1.0,Cloudy,Low ,No ,Urban 
4.7,1.0,6.0,1.0,Windy,Medium ,No ,Urban 
4.8,1.0,7.0,0.0,Windy,Jam ,No ,Metropolitian 
4.7,2.0,6.0,1.0,Windy,High ,No ,Metropolitian 
4.9,1.0,7.0,0.0,Stormy,Jam ,No ,Urban 
4.6,0.0,4.0,3.0,Sandstorms,Jam ,Yes ,Metropolitian 
4.8,1.0,1.0,1.0,Stormy,Low ,No ,Metropolitian 
4.9,0.0,4.0,1.0,Sunny,Low ,No ,Urban 
4.5,0.0,3.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.5,1.0,4.0,1.0,Fog,Medium ,No ,Urban 
4.8,1.0,6.0,1.0,Fog,Medium ,No ,Metropolitian 
4.9,2.0,6.0,0.0,Cloudy,High ,No ,Metropolitian 
4.8,2.0,6.0,1.0,Cloudy,Medium ,No ,Urban 
4.7,2.0,4.0,1.0,Fog,Jam ,No ,Metropolitian 
4.6,0.0,4.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.9,1.0,4.0,0.0,Stormy,Medium ,No ,Metropolitian 
4.5,1.0,12.0,1.0,Sunny,Jam ,No ,Metropolitian 
5.0,0.0,14.0,1.0,Sunny,Medium ,No ,Metropolitian 
4.8,2.0,19.0,1.0,Sunny,Low ,No ,Metropolitian 
4.8,1.0,4.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
5.0,2.0,3.0,1.0,Sunny,Low ,No ,Metropolitian 
5.0,0.0,7.0,1.0,Cloudy,Medium ,No ,Urban 
5.0,2.0,1.0,0.0,Fog,Low ,No ,Metropolitian 
4.9,0.0,1.0,1.0,Sunny,Low ,No ,Metropolitian 
4.7,0.0,9.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.8,0.0,7.0,1.0,Fog,Medium ,No ,Urban 
4.8,2.0,10.0,1.0,Sunny,Medium ,No ,Urban 
4.6,1.0,3.0,1.0,Cloudy,Low ,No ,Urban 
4.4,2.0,16.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.3,2.0,3.0,1.0,Windy,High ,No ,Metropolitian 
4.9,1.0,12.0,0.0,Cloudy,Medium ,No ,Metropolitian 
4.6,2.0,12.0,1.0,Sandstorms,Low ,No ,Metropolitian 
1.0,3.0,16.0,1.0,Fog,Low ,No ,Metropolitian 
4.8,1.0,10.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.6,1.0,10.0,1.0,Sandstorms,Medium ,No ,Urban 
4.7,1.0,4.0,1.0,Sunny,Medium ,No ,Urban 
4.7,2.0,1.0,1.0,Windy,High ,No ,Metropolitian 
4.7,0.0,13.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.5,1.0,13.0,0.0,Sunny,Jam ,No ,Urban 
4.5,0.0,9.0,1.0,Stormy,Medium ,No ,Urban 
4.9,1.0,19.0,1.0,Fog,Medium ,No ,Urban 
4.2,0.0,10.0,2.0,Windy,Jam ,No ,Semi-Urban 
4.7,1.0,9.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.1,0.0,2.0,0.0,Windy,Low ,No ,Metropolitian 
4.5,2.0,10.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.8,1.0,7.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.8,1.0,10.0,1.0,Windy,Low ,No ,Metropolitian 
4.3,0.0,1.0,1.0,Stormy,Low ,No ,Metropolitian 
4.9,0.0,7.0,0.0,Sandstorms,Medium ,No ,Metropolitian 
4.9,0.0,20.0,0.0,Stormy,Jam ,No ,Urban 
4.1,2.0,12.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.9,1.0,1.0,0.0,Fog,Low ,No ,Metropolitian 
5.0,1.0,4.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.7,0.0,13.0,0.0,Stormy,Jam ,No ,Metropolitian 
4.2,0.0,16.0,1.0,Fog,Low ,No ,Metropolitian 
4.6,1.0,20.0,1.0,Windy,Medium ,No ,Metropolitian 
4.8,2.0,1.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.5,2.0,9.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.6,0.0,20.0,0.0,Fog,Low ,No ,Metropolitian 
4.1,0.0,9.0,1.0,Stormy,Low ,No ,Metropolitian 
4.5,1.0,16.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.8,2.0,7.0,1.0,Windy,Low ,No ,Metropolitian 
4.8,2.0,6.0,1.0,Sandstorms,High ,No ,Urban 
4.3,2.0,17.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.5,2.0,7.0,1.0,Sunny,Jam ,No ,Urban 
4.6,1.0,13.0,0.0,Sandstorms,Low ,No ,Urban 
4.7,2.0,3.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.1,0.0,1.0,0.0,Stormy,Low ,No ,Metropolitian 
4.9,2.0,4.0,1.0,Windy,Jam ,No ,Metropolitian 
4.8,1.0,14.0,3.0,Cloudy,Jam ,No ,Metropolitian 
4.7,2.0,7.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.7,1.0,10.0,2.0,Cloudy,Jam ,No ,Urban 
4.7,1.0,12.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.3,2.0,13.0,1.0,Fog,Jam ,No ,Metropolitian 
4.9,1.0,2.0,0.0,Cloudy,Low ,No ,Urban 
4.0,0.0,10.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.6,0.0,20.0,2.0,Cloudy,Jam ,No ,Metropolitian 
4.6,2.0,4.0,0.0,Sunny,Medium ,No ,Metropolitian 
4.9,1.0,9.0,0.0,Stormy,Medium ,No ,Metropolitian 
4.6,0.0,10.0,2.0,Cloudy,Jam ,No ,Metropolitian 
4.9,1.0,6.0,0.0,Sunny,Medium ,No ,Urban 
4.2,2.0,19.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.9,0.0,4.0,0.0,Fog,Medium ,No ,Metropolitian 
4.7,3.0,13.0,1.0,Fog,Low ,No ,Metropolitian 
4.9,0.0,4.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.5,1.0,10.0,0.0,Sunny,Medium ,No ,Metropolitian 
5.0,2.0,12.0,1.0,Windy,Medium ,No ,Metropolitian 
4.9,2.0,4.0,1.0,Sunny,Low ,No ,Urban 
3.9,2.0,10.0,1.0,Fog,Low ,No ,Metropolitian 
4.7,1.0,12.0,1.0,Stormy,Jam ,No ,Urban 
4.9,2.0,9.0,0.0,Cloudy,Jam ,No ,Metropolitian 
4.8,0.0,8.0,1.0,Windy,Medium ,No ,Metropolitian 
4.8,0.0,8.0,0.0,Sunny,Jam ,No ,Metropolitian 
4.3,2.0,10.0,2.0,Sandstorms,Medium ,No ,Metropolitian 
4.9,2.0,9.0,0.0,Sunny,Jam ,No ,Metropolitian 
4.8,0.0,19.0,1.0,Windy,Medium ,No ,Metropolitian 
4.6,1.0,20.0,0.0,Stormy,Jam ,No ,Metropolitian 
4.7,2.0,19.0,1.0,Fog,Low ,No ,Metropolitian 
4.8,2.0,6.0,1.0,Stormy,High ,No ,Urban 
4.6,2.0,1.0,0.0,Sandstorms,High ,No ,Metropolitian 
4.1,2.0,12.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.1,0.0,1.0,1.0,Stormy,Low ,No ,Metropolitian 
4.8,2.0,10.0,1.0,Windy,Medium ,No ,Metropolitian 
4.5,1.0,3.0,1.0,Stormy,Low ,No ,Metropolitian 
4.4,0.0,1.0,1.0,Stormy,Low ,No ,Metropolitian 
4.7,2.0,12.0,2.0,Fog,Jam ,No ,Metropolitian 
4.7,0.0,19.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.1,0.0,10.0,1.0,Windy,Jam ,Yes ,Metropolitian 
4.7,2.0,9.0,1.0,Sunny,Medium ,No ,Urban 
4.9,1.0,19.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.0,0.0,13.0,2.0,Stormy,Medium ,No ,Metropolitian 
4.6,1.0,3.0,0.0,Stormy,High ,No ,Metropolitian 
4.8,2.0,1.0,0.0,Windy,Low ,No ,Urban 
4.5,1.0,3.0,1.0,Fog,Low ,No ,Metropolitian 
3.5,2.0,16.0,0.0,Sandstorms,Medium ,No ,Metropolitian 
4.9,1.0,4.0,0.0,Sandstorms,Jam ,No ,Metropolitian 
5.0,1.0,13.0,0.0,Sunny,Jam ,No ,Urban 
4.9,2.0,13.0,1.0,Fog,Low ,No ,Metropolitian 
4.9,0.0,13.0,1.0,Sunny,Low ,No ,Metropolitian 
4.8,0.0,12.0,0.0,Stormy,Low ,No ,Urban 
4.6,0.0,10.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.9,2.0,6.0,1.0,Sunny,Medium ,No ,Metropolitian 
5.0,1.0,10.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.8,1.0,9.0,0.0,Sunny,Jam ,No ,Metropolitian 
4.9,0.0,10.0,1.0,Fog,Jam ,No ,Metropolitian 
4.5,0.0,7.0,0.0,Sandstorms,Medium ,No ,Urban 
4.4,0.0,16.0,0.0,Windy,Medium ,No ,Urban 
4.6,1.0,7.0,1.0,Sunny,Medium ,No ,Urban 
4.9,1.0,20.0,0.0,Sandstorms,Medium ,No ,Metropolitian 
4.6,2.0,19.0,0.0,Cloudy,Jam ,No ,Urban 
4.8,2.0,19.0,0.0,Sandstorms,Low ,No ,Urban 
4.8,1.0,1.0,1.0,Windy,Low ,No ,Metropolitian 
4.6,2.0,9.0,1.0,Sandstorms,Medium ,No ,Metropolitian 
4.7,0.0,10.0,1.0,Windy,Jam ,No ,Urban 
5.0,0.0,4.0,0.0,Windy,Medium ,No ,Metropolitian 
4.4,1.0,12.0,1.0,Cloudy,Medium ,No ,Urban 
4.7,2.0,3.0,1.0,Cloudy,Low ,No ,Urban 
4.5,1.0,20.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.7,0.0,16.0,1.0,Stormy,Low ,No ,Metropolitian 
4.6,1.0,10.0,1.0,Stormy,Low ,No ,Metropolitian 
4.5,0.0,9.0,1.0,Fog,Medium ,No ,Metropolitian 
4.2,0.0,3.0,1.0,Stormy,Low ,No ,Metropolitian 
4.9,1.0,16.0,0.0,Stormy,Jam ,No ,Urban 
4.9,2.0,3.0,0.0,Windy,Low ,No ,Urban 
5.0,0.0,20.0,1.0,Fog,Medium ,No ,Metropolitian 
4.8,0.0,3.0,1.0,Sunny,Low ,No ,Metropolitian 
4.6,1.0,2.0,1.0,Windy,Low ,No ,Metropolitian 
4.7,1.0,19.0,1.0,Fog,Low ,No ,Urban 
5.0,1.0,6.0,1.0,Fog,High ,No ,Metropolitian 
4.6,1.0,6.0,1.0,Windy,High ,No ,Metropolitian 
4.8,0.0,1.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.9,2.0,13.0,0.0,Stormy,Low ,No ,Urban 
4.5,1.0,7.0,0.0,Cloudy,Medium ,No ,Urban 
4.8,1.0,9.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.9,2.0,13.0,1.0,Windy,Medium ,No ,Metropolitian 
4.7,2.0,13.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.7,2.0,13.0,1.0,Stormy,Low ,No ,Metropolitian 
4.5,0.0,1.0,0.0,Sunny,Low ,No ,Urban 
5.0,2.0,12.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.5,2.0,12.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.9,0.0,6.0,1.0,Cloudy,High ,No ,Urban 
4.8,0.0,17.0,1.0,Stormy,Low ,No ,Metropolitian 
4.9,1.0,1.0,1.0,Sunny,High ,No ,Metropolitian 
4.6,1.0,4.0,1.0,Windy,Low ,No ,Metropolitian 
4.6,1.0,6.0,0.0,Fog,Medium ,No ,Urban 
4.7,1.0,4.0,1.0,Stormy,Low ,No ,Urban 
4.6,2.0,6.0,0.0,Cloudy,Medium ,No ,Metropolitian 
4.9,2.0,19.0,1.0,Sunny,Low ,No ,Metropolitian 
3.5,1.0,10.0,0.0,Stormy,Jam ,No ,Metropolitian 
4.2,2.0,12.0,1.0,Fog,Medium ,No ,Urban 
4.7,0.0,6.0,0.0,Fog,Medium ,No ,Metropolitian 
4.8,0.0,13.0,1.0,Fog,Medium ,No ,Metropolitian 
3.5,2.0,20.0,2.0,Windy,Jam ,No ,Metropolitian 
4.9,2.0,4.0,1.0,Sunny,Low ,No ,Metropolitian 
4.6,0.0,5.0,1.0,Windy,High ,No ,Urban 
4.4,0.0,4.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.9,0.0,6.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.6,1.0,20.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.4,1.0,12.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.4,2.0,16.0,0.0,Cloudy,Jam ,No ,Metropolitian 
4.7,2.0,9.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.8,0.0,19.0,1.0,Stormy,Low ,No ,Metropolitian 
5.0,2.0,3.0,1.0,Sunny,High ,No ,Metropolitian 
4.6,2.0,3.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.4,1.0,16.0,0.0,Sandstorms,Jam ,No ,Urban 
4.7,2.0,3.0,1.0,Stormy,Low ,No ,Metropolitian 
4.2,0.0,17.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.6,0.0,12.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.9,2.0,1.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.0,0.0,3.0,0.0,Sandstorms,Low ,No ,Urban 
4.7,2.0,13.0,1.0,Fog,Medium ,No ,Metropolitian 
4.5,2.0,7.0,1.0,Sunny,Medium ,No ,Metropolitian 
5.0,0.0,12.0,1.0,Fog,Low ,No ,Metropolitian 
4.7,2.0,7.0,1.0,Fog,Jam ,No ,Metropolitian 
4.6,1.0,7.0,1.0,Sunny,Jam ,No ,Urban 
4.6,0.0,1.0,1.0,Sunny,High ,No ,Metropolitian 
4.7,0.0,10.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.5,2.0,16.0,0.0,Windy,Low ,No ,Metropolitian 
5.0,0.0,11.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.6,1.0,19.0,0.0,Sandstorms,Low ,No ,Metropolitian 
3.8,1.0,19.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.8,2.0,4.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.6,0.0,1.0,1.0,Cloudy,High ,No ,Metropolitian 
4.8,2.0,13.0,1.0,Windy,Jam ,No ,Urban 
4.4,0.0,1.0,1.0,Windy,Low ,No ,Metropolitian 
2.7,2.0,10.0,1.0,Sunny,Low ,No ,Metropolitian 
4.7,0.0,8.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.2,0.0,3.0,1.0,Windy,Low ,No ,Metropolitian 
4.9,1.0,7.0,1.0,Sunny,Low ,No ,Metropolitian 
4.5,1.0,7.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.9,0.0,7.0,1.0,Sandstorms,Medium ,No ,Metropolitian 
4.7,1.0,1.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.3,0.0,10.0,0.0,Windy,Medium ,No ,Metropolitian 
4.5,2.0,4.0,1.0,Fog,Jam ,No ,Urban 
5.0,1.0,9.0,0.0,Cloudy,Jam ,No ,Metropolitian 
4.6,2.0,3.0,0.0,Windy,Low ,No ,Metropolitian 
4.7,2.0,7.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.4,0.0,16.0,1.0,Sandstorms,Medium ,No ,Metropolitian 
4.3,1.0,12.0,1.0,Fog,Low ,No ,Urban 
4.8,2.0,4.0,0.0,Sunny,Low ,No ,Metropolitian 
4.9,2.0,9.0,1.0,Stormy,Low ,No ,Metropolitian 
5.0,0.0,20.0,1.0,Fog,Jam ,Yes ,Metropolitian 
4.7,1.0,3.0,1.0,Windy,Low ,No ,Metropolitian 
4.7,2.0,8.0,0.0,Stormy,Medium ,No ,Metropolitian 
4.7,1.0,4.0,1.0,Windy,Low ,No ,Urban 
4.4,0.0,4.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.6,1.0,7.0,1.0,Stormy,Jam ,No ,Urban 
4.8,1.0,16.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.8,1.0,6.0,1.0,Cloudy,High ,No ,Metropolitian 
4.2,1.0,8.0,1.0,Windy,Medium ,No ,Metropolitian 
4.8,1.0,9.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.8,1.0,5.0,1.0,Cloudy,High ,No ,Metropolitian 
4.9,2.0,7.0,1.0,Sunny,Medium ,No ,Urban 
4.9,2.0,1.0,1.0,Fog,High ,No ,Urban 
4.1,2.0,4.0,1.0,Sandstorms,Medium ,No ,Metropolitian 
4.7,2.0,19.0,1.0,Sandstorms,Low ,No ,Urban 
4.7,1.0,7.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.9,0.0,7.0,1.0,Fog,Medium ,No ,Metropolitian 
4.9,1.0,1.0,0.0,Sunny,Low ,No ,Metropolitian 
4.9,2.0,9.0,1.0,Stormy,Medium ,No ,Urban 
4.9,2.0,19.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.7,1.0,1.0,0.0,Fog,Low ,No ,Urban 
4.7,2.0,9.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.7,0.0,2.0,1.0,Windy,Low ,No ,Metropolitian 
5.0,0.0,17.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.5,1.0,7.0,0.0,Fog,Low ,No ,Metropolitian 
4.9,1.0,19.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.7,1.0,13.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.8,0.0,5.0,1.0,Windy,Medium ,No ,Metropolitian 
5.0,1.0,19.0,1.0,Cloudy,Jam ,No ,Metropolitian 
4.7,2.0,1.0,1.0,Windy,Low ,No ,Metropolitian 
4.8,0.0,4.0,1.0,Fog,Low ,No ,Metropolitian 
4.8,2.0,10.0,1.0,Windy,Jam ,No ,Metropolitian 
4.8,2.0,7.0,0.0,Cloudy,Low ,No ,Urban 
4.6,1.0,3.0,1.0,Sandstorms,High ,No ,Urban 
4.6,0.0,7.0,0.0,Windy,Medium ,No ,Urban 
4.6,1.0,20.0,1.0,Cloudy,Low ,No ,Urban 
4.9,2.0,3.0,0.0,Sunny,Low ,No ,Metropolitian 
4.7,2.0,1.0,0.0,Sandstorms,Low ,No ,Urban 
4.9,0.0,10.0,1.0,Fog,Medium ,No ,Metropolitian 
4.7,0.0,3.0,1.0,Stormy,High ,No ,Metropolitian 
5.0,2.0,10.0,1.0,Windy,Medium ,No ,Metropolitian 
4.0,0.0,1.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.1,0.0,4.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.7,3.0,7.0,1.0,Fog,Low ,No ,Urban 
4.9,0.0,3.0,2.0,Sandstorms,High ,No ,Metropolitian 
4.7,0.0,8.0,0.0,Sandstorms,Jam ,No ,Metropolitian 
4.9,1.0,6.0,0.0,Fog,Medium ,No ,Urban 
5.0,2.0,9.0,0.0,Stormy,Low ,No ,Metropolitian 
4.0,0.0,10.0,2.0,Windy,Jam ,No ,Metropolitian 
4.6,1.0,3.0,1.0,Fog,Low ,No ,Urban 
4.7,1.0,1.0,1.0,Cloudy,High ,No ,Metropolitian 
4.8,2.0,7.0,1.0,Sunny,Jam ,No ,Urban 
4.8,1.0,4.0,2.0,Fog,Jam ,No ,Metropolitian 
4.8,2.0,1.0,1.0,Sunny,Low ,No ,Metropolitian 
4.6,0.0,2.0,1.0,Fog,Low ,No ,Metropolitian 
4.8,0.0,3.0,1.0,Cloudy,Low ,No ,Metropolitian 
4.9,2.0,19.0,0.0,Sunny,Medium ,No ,Metropolitian 
4.6,0.0,7.0,1.0,Cloudy,Jam ,No ,Metropolitian 
3.9,1.0,12.0,2.0,Cloudy,Low ,No ,Urban 
4.8,0.0,3.0,1.0,Sunny,Low ,No ,Metropolitian 
4.1,1.0,12.0,0.0,Cloudy,Medium ,No ,Metropolitian 
4.6,2.0,1.0,1.0,Stormy,Low ,No ,Urban 
4.1,0.0,13.0,0.0,Sunny,Medium ,No ,Metropolitian 
4.7,0.0,9.0,1.0,Windy,Jam ,No ,Metropolitian 
4.1,1.0,12.0,2.0,Cloudy,Jam ,No ,Metropolitian 
4.8,1.0,4.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.6,2.0,9.0,1.0,Fog,Jam ,No ,Metropolitian 
4.8,0.0,13.0,1.0,Fog,Low ,No ,Metropolitian 
4.9,0.0,17.0,2.0,Fog,Jam ,Yes ,Metropolitian 
4.5,1.0,19.0,0.0,Sunny,Medium ,No ,Metropolitian 
5.0,1.0,9.0,0.0,Cloudy,Medium ,No ,Metropolitian 
4.7,0.0,17.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.7,0.0,9.0,1.0,Windy,Low ,No ,Metropolitian 
4.3,0.0,9.0,1.0,Sandstorms,Low ,No ,Metropolitian 
4.8,0.0,1.0,0.0,Sandstorms,High ,No ,Metropolitian 
4.6,2.0,3.0,1.0,Windy,High ,No ,Metropolitian 
4.5,2.0,1.0,0.0,Sandstorms,Low ,No ,Metropolitian 
4.9,2.0,4.0,1.0,Sandstorms,Jam ,No ,Urban 
4.7,2.0,20.0,1.0,Stormy,Jam ,No ,Urban 
4.7,1.0,12.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.9,2.0,13.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.6,1.0,13.0,0.0,Sunny,Medium ,No ,Metropolitian 
4.9,1.0,13.0,1.0,Fog,Low ,No ,Urban 
4.9,1.0,1.0,0.0,Cloudy,Low ,No ,Metropolitian 
4.6,2.0,10.0,0.0,Fog,Medium ,No ,Metropolitian 
4.5,0.0,12.0,0.0,Fog,Medium ,No ,Metropolitian 
5.0,2.0,1.0,1.0,Sunny,Low ,No ,Metropolitian 
4.6,2.0,7.0,0.0,Cloudy,Low ,No ,Urban 
4.6,0.0,12.0,1.0,Stormy,Medium ,No ,Metropolitian 
4.6,0.0,7.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.9,0.0,3.0,0.0,Sunny,Low ,No ,Metropolitian 
4.8,0.0,10.0,0.0,Windy,Low ,No ,Urban 
4.9,2.0,1.0,1.0,Stormy,Low ,No ,Metropolitian 
4.7,0.0,7.0,1.0,Windy,Medium ,No ,Urban 
5.0,0.0,20.0,0.0,Sandstorms,Jam ,No ,Metropolitian 
4.6,1.0,10.0,1.0,Stormy,Medium ,No ,Urban 
4.6,1.0,9.0,0.0,Fog,Medium ,No ,Metropolitian 
4.9,1.0,12.0,1.0,Sunny,Jam ,No ,Metropolitian 
4.7,0.0,13.0,0.0,Sunny,Jam ,No ,Urban 
4.7,0.0,19.0,1.0,Windy,Low ,No ,Metropolitian 
4.0,0.0,7.0,0.0,Windy,Low ,No ,Metropolitian 
4.6,2.0,19.0,0.0,Sunny,Jam ,No ,Metropolitian 
4.8,2.0,10.0,0.0,Stormy,Medium ,No ,Metropolitian 
4.7,2.0,5.0,1.0,Sunny,High ,No ,Metropolitian 
4.7,1.0,20.0,1.0,Stormy,Jam ,No ,Urban 
4.8,1.0,1.0,0.0,Sunny,Low ,No ,Metropolitian 
4.1,1.0,20.0,1.0,Fog,Jam ,Yes ,Metropolitian 
4.8,0.0,8.0,1.0,Cloudy,Medium ,No ,Metropolitian 
4.6,1.0,9.0,1.0,Windy,Jam ,No ,Metropolitian 
4.1,0.0,6.0,1.0,Windy,Medium ,No ,Metropolitian 
4.8,0.0,13.0,0.0,Cloudy,Jam ,No ,Metropolitian 
4.1,2.0,16.0,0.0,Fog,Medium ,No ,Metropolitian 
5.0,1.0,19.0,0.0,Sunny,Medium ,No ,Urban 
4.0,2.0,19.0,1.0,Cloudy,Jam ,No ,Semi-Urban 
5.0,2.0,1.0,0.0,Stormy,High ,No ,Urban 
4.7,1.0,3.0,1.0,Sandstorms,Low ,No ,Metropolitian 
5.0,0.0,9.0,1.0,Sandstorms,Jam ,No ,Metropolitian 
4.9,0.0,4.0,0.0,Sunny,Low ,No ,Urban 
4.9,2.0,4.0,0.0,Sunny,Low ,No ,Metropolitian 
4.2,0.0,3.0,0.0,Windy,Low ,No ,Metropolitian 
4.8,2.0,9.0,1.0,Stormy,Low ,No ,Metropolitian 
4.6,1.0,10.0,1.0,Sandstorms,Medium ,No ,Metropolitian 
4.6,2.0,6.0,0.0,Sunny,High ,No ,Urban 
4.2,1.0,20.0,1.0,Cloudy,Medium ,No ,Urban 
4.6,0.0,19.0,1.0,Stormy,Jam ,No ,Metropolitian 
4.9,0.0,12.0,2.0,Cloudy,Jam ,No ,Metropolitian 
4.9,1.0,6.0,0.0,Stormy,High ,No ,Metropolitian 
3.2,2.0,12.0,1.0,Sunny,Low ,No ,Metropolitian 
4.7,2.0,10.0,1.0,Windy,Low ,No ,Metropolitian 
4.8,0.0,20.0,1.0,Cloudy,Jam ,No ,Urban 
4.6,0.0,6.0,1.0,Stormy,High ,No ,Metropolitian 
4.6,1.0,17.0,0.0,Windy,Low ,No ,Urban 
3.9,2.0,10.0,2.0,Fog,Low ,No ,Metropolitian 
4.8,0.0,14.0,1.0,Cloudy,Jam ,Yes ,Metropolitian 
4.9,2.0,20.0,0.0,Sunny,Medium ,No ,Metropolitian 
